sentence,label,source,split
Are we there yet?,neutral,dynasent_r1,train
This makes online bill pay a lot of work.,negative,dynasent_r1,train
I thought he might lick it clean before all was said and done.,neutral,dynasent_r1,train
Sincerely apologize for the bouquet I received.,neutral,dynasent_r1,train
It was worth a shot.,positive,dynasent_r1,train
"Throughout the experience, servers roam the dining room with specific items from their meat selection.",neutral,dynasent_r1,train
Well when I walked in I was greeted by the single employee / owner and she was very friendly and help me navigate the menu.,positive,dynasent_r1,train
"Lesson, if you are stoned and really have a bad case of the ""munchies"", don't spoil the exerience with this Pizza.",negative,dynasent_r1,train
"Now, let me get back to my review already; it needs done...)

So, I was looking for picanha so we could do a churrasco at home and stumbled across this place in my Yelp search.",neutral,dynasent_r1,train
Ps these are raw noodles as an ingredient not a restaurant.,neutral,dynasent_r1,train
Pictured below was the Bone-in Ribeye.,neutral,dynasent_r1,train
Copper is the only restaurant in recent memory that's caused me to feel this way.,neutral,dynasent_r1,train
"Every time we go, there was a line waiting but it was never crazy that we had to wait in line for 10-20minutes.",neutral,dynasent_r1,train
"Then the Brussels sprouts , oh boy !",positive,dynasent_r1,train
"This name, cream puff was a bit baffling.",negative,dynasent_r1,train
One thing I'll point out is I had to search for your contact info as the box has no address nor phone number and I would like to use you for my future events.,negative,dynasent_r1,train
Less front-loaded and more shapely than the two-hour version released here in 1990 .,neutral,sst_local,train
"I went back to give Waxon a second chance, as the manager was kind enough to reach out to me to apologize for the last time.",positive,dynasent_r1,train
One of the best movies of the year .,positive,sst_local,train
Do not walk into the Miracle Mile or it'll be a further walk for you.,negative,dynasent_r1,train
Arrived at sonic and ordered two kids meal.,neutral,dynasent_r1,train
It would significantly speed things up while not adding to their costs.,neutral,dynasent_r1,train
I was sent an email with a special discount.,positive,dynasent_r1,train
Small dog area and big dog area to start....,neutral,dynasent_r1,train
The second thing however is the Imperial Palace Hawaiian Luau.,neutral,dynasent_r1,train
They have a twilight rate that starts are about 1-2.,neutral,dynasent_r1,train
I followed it up with the Blue Crush martini which included muddled blueberries.,neutral,dynasent_r1,train
I absolutely hate eating out where the food tastes different every time I eat there.,negative,dynasent_r1,train
Dr K can be different on certain days depending on I don't know what. It pisses me off.,negative,dynasent_r2,train
Wing Stop.,neutral,dynasent_r1,train
Why not?,neutral,dynasent_r1,train
One sauce was a spicy fish sauce and another was a spicy sweet sauce.,neutral,dynasent_r1,train
We will never return.,negative,dynasent_r2,train
Enjoy your stay in LV!,positive,dynasent_r1,train
"While the $100 steak was a bit out of my price range, I found plenty other more reasonably priced options that were very tasty.",positive,dynasent_r1,train
-LRB- Stevens is -RRB- so stoked to make an important film about human infidelity and happenstance that he tosses a kitchen sink onto a story already overladen with plot conceits .,negative,sst_local,train
I went to pick the car when it was ready.,positive,dynasent_r1,train
One of the servers approached me and asked if we lost some money last time we were in.,positive,dynasent_r1,train
"One caveat--extremely pork-heavy, and it's a good idea if you're avoiding animal fats, say, to check that what you assume is butter isn't, in fact, lard.",negative,dynasent_r1,train
"... if it had been only half-an-hour long or a TV special , the humor would have been fast and furious -- at ninety minutes , it drags .",negative,sst_local,train
You can get it for 8$ for Lunch and $15 for Brunch/Dinner w/ their lowest level Loyalty card.,neutral,dynasent_r1,train
He was the doctor I saw on my previous visit 1 1/2 years ago.,neutral,dynasent_r1,train
Watch for the high school lunch hour,neutral,dynasent_r1,train
It was a great food,positive,dynasent_r2,train
Try your best to control yourself---unless you don't mind hearing muffled giggles and being smiled at.,positive,dynasent_r1,train
"Decor and seating:
 - I like the color schemes and overall newness and updating of the location.",positive,dynasent_r1,train
"On 12/19/15, I went in and purchased a pendant and a necklace for my fiancé.",neutral,dynasent_r1,train
You're already charging me more than the price of the room and you're taxing it too?,negative,dynasent_r1,train
"It 's a lot to ask people to sit still for two hours and change watching such a character , especially when rendered in as flat and impassive a manner as Phoenix 's .",negative,sst_local,train
The stylist was polite.,positive,dynasent_r1,train
I quickly found myself working with placement agencies.,neutral,dynasent_r1,train
Went on a Saturday for lunch.,neutral,dynasent_r1,train
The tzatziki sauce is decent and I'll ask for more next time.,positive,dynasent_r2,train
Ate at their sister resto first and were then sent downstairs to this coffee bar for our after dinner coffee.,neutral,dynasent_r1,train
I was in need of an brand new drivers side window.,neutral,dynasent_r1,train
The beef didn't look the best.,negative,dynasent_r2,train
"I heard that their hot sauce was so hot that it would burn your tongue and have your mouth in pain for days, but I tried it and it was just kind of standard.",negative,dynasent_r2,train
As we pulled up we noticed the Joe's Farm Grill sign and what appeared to be a combination of a large vertical bush and very large tree that resembled a hand flipping the bird.,neutral,dynasent_r1,train
We had a deep sigh of relief and moved onto our room.,positive,dynasent_r1,train
They had another one higher that can run Windows but I don't really need it for Kodi.,neutral,dynasent_r1,train
"The Dental Assistant, Austin, was excellent.",positive,dynasent_r1,train
Come to find out that this couple actually worked at the restaraunt.,positive,dynasent_r1,train
"So, it is not a nail sweat shop.",neutral,dynasent_r1,train
"Not to mention, we are brand new to this neighborhood and so I had no idea where to even begin looking for an emergency plumber.",neutral,dynasent_r1,train
"It's not a place I would take clients the first time you meet them if you work in a ""professional"" job.",negative,dynasent_r1,train
LAZY!!!!,negative,dynasent_r1,train
Next time we may try the Robinson location since he works up that way.,neutral,dynasent_r1,train
We work at a nearby business and order frequently from here.,neutral,dynasent_r1,train
On October 6th me and my husband went to this H&M in the evening.,neutral,dynasent_r1,train
No one can be mad at a free cookie. They were chocolate and poisoned my dog.,negative,dynasent_r2,train
"With Alex, I never got that feeling.",neutral,dynasent_r1,train
"I was looking forward to that burger, maybe I'll try another time.",neutral,dynasent_r1,train
We were preparing ourselves to spend $350 for a new starter and labor.,neutral,dynasent_r1,train
The bread station was good.,positive,dynasent_r1,train
I wanted to buy a car but based on the greeting and service ended up not.,negative,dynasent_r2,train
Only to reserve grace for the hard rock all around.,neutral,dynasent_r2,train
We go downtown every Month to motorcycles on main and enjoy the food and entertainment.,positive,dynasent_r1,train
Mistakes happen everyday.,neutral,dynasent_r1,train
"After seeing ` Analyze That , ' I feel better already .",positive,sst_local,train
We had happy hour specials and a pesto chicken sandwich.,neutral,dynasent_r1,train
"Had a EZ car reservation for a compact- confirmed w cc, for a Sunday afternoon pick up.",neutral,dynasent_r1,train
Service was very good though.,positive,dynasent_r1,train
"But I asked for it, and I got it.",neutral,dynasent_r1,train
"Also, if you do not eat all of your meal you will be charged regular price for that roll.",neutral,dynasent_r1,train
"If you want a very knowledgeable, professional and patient stylist, I highly recommend Shawn Helton.",positive,dynasent_r1,train
Which is never too crazy unbearable but it's for sure not a walk in the park.,negative,dynasent_r1,train
The experience was decent and noticeable.,positive,dynasent_r2,train
They came out the same day and began drying the ceiling.,neutral,dynasent_r1,train
